id,relevance
2,2.50237655796
18,2.46852704884
23,2.72719497363
34,2.5060734924
75,1.96569993618
106,2.49377346379
122,2.29337543223
157,2.15048952819
158,2.25278181659
164,2.01449527543
179,2.2612179066
203,2.43341951489
215,2.71048175178
226,2.1864121166
272,2.22631872389
275,2.69191809195
297,2.0801560804
323,2.36778176261
341,2.52906245475
343,2.45607908743
365,2.32501041998
389,2.2705652191
454,2.52485285699
456,2.41569405353
458,2.41569405353
461,2.71051806542
491,2.56087552867
492,2.08807815061
501,2.37081584893
508,2.36632338198
517,2.13337029057
524,2.40552997129
536,2.40431718896
549,2.31943240403
557,2.1642534007
559,2.14076976928
563,2.39103383017
626,2.20422015118
630,2.6495867667
634,2.27527691479
640,2.17229160311
642,2.54329580432
646,2.34591933291
652,2.40181790953
662,2.44265473144
666,2.7172748565
686,2.26550431277
700,2.59350598499
712,2.60781095269
734,2.01695696674
740,2.43892371672
743,2.45583187437
753,2.13183002311
784,2.39078005533
787,2.39078005533
791,2.33617860986
826,2.51638822469
847,2.28801958395
862,2.69959778765
894,2.11680287326
908,2.70131288045
934,2.44462859979
954,2.52924193042
958,2.68216220392
1008,2.56729841771
1020,2.637730276
1022,2.36519243534
1051,2.70665037927
1072,2.51404540402
1084,2.16986586796
1098,2.44074093961
1108,1.99924084515
1121,2.41624762759
1132,2.26941145576
1146,2.51118361073
1148,2.48980297248
1159,2.18889954054
1165,2.04722312975
1185,2.54122796829
1191,2.54264297324
1205,2.19896260645
1227,2.2664494401
1237,2.72017538134
1248,2.49612712909
1253,2.29290404264
1257,2.05797809919
1287,2.55434158547
1300,2.05157822173
1345,2.19578635489
1348,2.27398471341
1395,2.24137514411
1399,2.46355105109
1444,2.11719067985
1472,2.04859554121
1481,2.36762556844
1486,2.30602737828
1490,2.16955697248
1492,2.28456524335
1609,2.11666782472
1617,2.25660288379
1627,2.57679837079
1634,2.38271719255
1640,2.5388604644
1645,2.5305676666
1673,2.5629448807
1677,2.52210002915
1713,2.39619040441
1721,2.55789477573
1726,2.61214124706
1733,2.06205714254
1742,2.22070962029
1753,2.36159674161
1762,2.53268681697
1841,2.22096400098
1852,2.5677043753
1855,2.50619811027
1875,2.23027100731
1881,2.44495570068
1914,2.03880913713
1920,2.26051808509
1922,2.40879730642
1961,2.61476895628
1963,2.10171455317
1967,2.01930384116
1979,2.1811146953
1989,2.16250797889
1998,2.44221959723
2013,2.42425977216
2024,2.10532031906
2029,2.10936744157
2039,2.74051008399
2041,2.69143189416
2047,2.55094245275
2056,2.576127997
2073,2.32770915386
2098,2.53527505672
2149,2.73055359134
2158,2.55817731791
2163,2.42095139682
2182,2.68769230126
2211,2.57784582276
2226,2.33232859873
2245,2.54104175686
2291,2.12812823288
2293,2.22229867836
2297,2.22229867836
2299,2.55986487168
2312,2.1788064747
2321,2.37784754491
2409,2.15059087741
2421,2.30682038309
2435,2.69129542451
2449,2.13786342492
2453,2.19993337659
2462,2.46194595972
2468,2.4832367982
2500,2.57256824227
2507,2.46185415741
2540,2.69078205702
2556,2.30540102424
2562,2.27699615865
2575,2.59020801537
2581,2.42107237345
2582,2.51761845261
2592,2.6314709193
2622,2.40154261364
2626,2.61272358391
2636,2.12091340237
2642,2.57679598286
2657,2.06127757011
2670,2.2535263848
2685,2.46348013028
2704,2.30621712302
2708,2.05693603562
2712,2.64383916441
2741,2.40603735208
2744,2.52606387465
2752,2.33018821519
2755,2.4307211885
2782,2.06322980037
2798,2.27429351301
2833,2.38478092224
2847,2.64851989791
2866,2.14471701449
2867,2.64649144941
2871,2.53909581715
2872,2.6306636054
2880,2.57824402722
2892,2.22169735288
2894,2.26620934109
2895,2.27078552479
2944,2.13145762445
2964,2.60250470793
2966,2.54148132007
2973,2.17675586078
2976,2.1380158975
2990,2.06316342588
3002,2.1380158975
3017,2.60851775135
3026,2.47926007575
3030,2.54787007204
3050,2.50695391769
3056,2.57181160178
3096,2.32892794825
3114,2.69972534492
3136,2.45741638558
3144,2.28185666898
3159,2.52131079847
3170,2.41360755569
3181,2.50405853895
3190,2.61616667735
3194,2.29832277725
3202,2.69788556288
3211,2.69388262359
3215,2.26379134413
3227,2.65102701341
3256,2.38341709568
3270,2.69404337335
3314,2.0432800328
3315,2.26341761973
3341,2.29796422956
3356,2.28987518522
3391,2.04121451671
3407,2.53030989957
3411,2.41615395366
3412,2.34948010262
3422,2.58301474983
3471,2.73613723483
3475,2.42869754907
3507,2.16156264164
3509,2.37116080959
3535,2.41657792907
3536,2.51517920287
3541,2.26637577984
3553,2.47413509274
3558,2.62238236914
3561,2.30031003017
3564,2.1812378296
3570,2.3900965512
3578,2.52564144259
3604,2.52714878548
3610,2.2365446722
3612,2.12227964647
3643,2.53476927361
3678,2.04408523179
3683,2.67538831421
3690,2.04637238984
3700,2.56375974728
3710,2.34400401113
3718,2.12628850956
3720,2.50035674593
3726,2.51079896662
3763,2.11448738913
3769,2.43573259033
3792,2.34419472091
3821,2.21122008753
3878,2.70083587947
3887,2.59043071493
3895,2.26837527599
3901,2.76020631645
3977,2.20753056522
3980,2.29071015671
3994,2.73735870546
4013,2.30290610043
4022,2.2963631271
4023,2.30530976574
4056,2.73912834875
4061,2.47573042184
4083,2.03998509347
4096,2.11750756184
4103,2.30631779005
4121,2.19183213783
4127,2.2911043076
4129,2.68944022484
4142,2.47424463239
4148,2.55993910959
4155,2.12242644784
4161,2.78338706968
4193,2.12314491011
4201,2.04757984635
4212,2.69846803438
4216,2.57339638402
4226,2.73882768572
4230,2.57874698941
4231,2.12172303473
4240,2.33436339256
4254,2.41767819317
4260,2.64043406945
4263,2.41457378713
4288,2.59067967482
4296,2.30317088195
4319,2.27355739594
4328,2.36549018641
4352,2.72924985382
4365,2.34319482729
4375,2.12255811275
4376,2.33030214894
4396,2.26187180906
4415,2.44048050928
4416,2.09559040551
4417,2.12250632771
4427,2.18068436451
4444,2.41862250161
4461,2.22104012397
4494,2.63549439723
4519,2.03440300793
4558,2.17653553022
4564,2.53604626863
4579,2.28455779134
4591,2.58490984005
4596,2.57541547005
4599,2.27538613195
4605,2.12308461819
4607,2.58682223096
4673,2.36721471708
4697,2.1989236095
4710,2.33793616012
4726,2.41114243638
4742,2.56707712886
4747,2.24979159745
4804,2.39250721771
4805,2.30186995761
4809,2.13579640096
4830,2.21627127084
4845,2.73880496535
4850,2.26065277653
4876,2.35894840243
4898,2.57257759676
4930,2.43203542633
4932,2.44224126427
4934,2.46319224657
4949,2.59635003003
4956,2.56396331732
4983,2.49237372416
4985,2.49237372416
5002,2.70400586991
5005,2.46129519733
5067,2.02548184001
5071,2.1067232522
5107,2.48773064085
5121,2.2696501518
5128,2.28549023813
5137,2.16488616654
5170,2.00598984898
5176,2.11071247014
5182,2.5711216163
5185,2.00565898478
5230,2.42808413406
5298,2.26692913395
5325,2.25431916409
5354,2.25527959826
5361,2.28046967914
5364,1.99714866423
5379,2.17587016798
5405,2.73301626314
5433,2.20775721189
5457,1.9992139608
5468,2.10530168591
5470,2.10530168591
5483,2.66831377523
5507,2.4959162298
5585,2.29890105543
5595,2.4709448494
5620,2.70035364097
5625,2.22962315979
5642,2.55742470612
5710,2.45237859282
5725,2.54382601146
5737,2.44073285023
5761,1.96786939247
5766,2.26235453731
5774,2.12469341557
5788,2.01835105139
5797,2.63303763064
5800,2.33622783696
5809,2.6072852859
5819,2.36160564433
5827,2.75126416877
5857,2.34705702141
5868,2.43383602586
5874,2.53476556019
5898,2.19966266132
5941,1.97667503557
5954,2.20890612654
5963,2.35505320181
5975,2.58125705774
5996,1.97088248574
6000,2.13040649254
6029,2.25002444044
6044,2.42567861223
6052,2.52376937015
6061,2.44591638039
6062,2.21800003844
6071,2.02146698062
6128,2.74271530885
6168,2.47306189333
6174,2.13843418764
6175,2.55158455832
6198,2.46560512712
6227,2.29280366824
6232,2.54163804742
6237,2.34796684298
6256,2.54757745771
6258,2.29947802587
6282,2.55102852458
6301,2.27033685151
6314,2.39108618803
6363,2.54298701566
6380,2.66563985789
6413,1.9835876358
6425,2.45952310401
6427,2.54938576963
6460,2.39186215206
6462,2.25565103172
6472,2.36581402055
6503,2.42965090188
6508,2.58502936624
6518,2.22761427129
6519,2.22761427129
6544,2.54303661095
6571,2.74762124526
6610,2.43150993303
6616,2.1862623204
6622,2.55437785107
6640,2.12671692574
6656,2.55959318986
6660,2.1486769434
6681,2.16081445366
6709,2.18773256122
6735,2.4272876905
6739,2.6853827176
6762,2.08929738931
6778,2.18276189218
6796,2.57703450527
6803,2.28345868726
6813,2.12553100769
6815,2.36938567962
6849,2.2640710439
6870,2.43684783291
6872,2.72049851582
6899,2.25147863816
6914,2.46701720497
6917,2.47981820514
6943,2.69005939047
6979,2.42463304828
6991,2.65855278003
7000,2.01729951849
7024,2.44345255294
7031,2.31970145597
7049,2.34224992237
7052,2.34552709785
7063,2.38047729
7064,2.20702186316
7072,2.54708315482
7107,2.53351120631
7130,2.38840756541
7133,2.46745417395
7140,2.26095554313
7150,2.49895690868
7154,2.15386630563
7166,2.49799307473
7168,2.57373855669
7187,2.23854469487
7193,2.24087986434
7201,2.66892754984
7205,2.13106426501
7211,2.54456022392
7242,2.50738162108
7249,2.32528017826
7260,2.13106426501
7267,2.4086011068
7275,2.43368600664
7301,2.43855525389
7305,2.40627662407
7315,2.57578905365
7331,2.56098330261
7364,2.06052015365
7384,2.33792240035
7399,2.50857746386
7418,2.13598523669
7474,2.13920835821
7502,2.14138923787
7504,2.20022340721
7515,2.54584038861
7526,2.70653536511
7538,2.40962209459
7544,2.00451276444
7592,2.22651075452
7596,2.06997368958
7597,2.14278078121
7622,2.29834973939
7634,2.30561821981
7649,2.41439092517
7656,2.21270862824
7667,2.63745251541
7703,2.39506550877
7707,2.48613040232
7717,2.69855515916
7739,2.77230524682
7808,2.33365623169
7815,2.14278078121
7824,2.56212019796
7834,2.34634440793
7855,2.36322249807
7863,2.62197929905
7900,2.36310148701
7912,2.28553318949
7921,2.52112451957
7924,2.73864111912
7934,2.38174917674
7954,2.34528317532
7955,2.55992611697
7982,2.19610748797
7986,2.31791302814
7997,2.73041039631
8011,2.39948177215
8014,2.32986678885
8042,2.35328100607
8062,2.22595622268
8065,2.42469343981
8133,2.51840582614
8139,2.49390464806
8177,2.30516906969
8183,2.04394149564
8208,2.39831662201
8218,2.45649474064
8228,2.20101727337
8233,2.1435042908
8244,2.20101727337
8245,2.10574379326
8266,2.1558646668
8277,2.14492448481
8279,2.2017953418
8280,2.45199156632
8337,2.30183613806
8350,2.15513081588
8366,2.21913257421
8372,2.07326450473
8390,2.72287250488
8392,2.57605237514
8418,2.52436982963
8458,2.50746847213
8468,2.72029389959
8482,2.42204067755
8506,2.56592581671
8516,2.53375491222
8520,2.6210331685
8529,2.28172331421
8573,2.45172280787
8576,2.35228443924
8585,2.62727392746
8599,2.37665723193
8630,2.42747225011
8681,2.51913904848
8688,2.55842802933
8695,2.65691170047
8737,2.6063346445
8741,2.0445055
8742,2.0445055
8767,2.63266895768
8799,2.14440147835
8802,2.07328992581
8814,2.14440147835
8817,2.27450741801
8825,2.53175039328
8826,2.54425520679
8841,2.29335002559
8851,2.25587934241
8852,2.30546786359
8861,2.35117364595
8870,2.61228260674
8871,2.79356188364
8875,2.59345619085
8882,2.73294483451
8963,2.63055943942
8965,2.27460155373
8975,2.04979636181
8992,2.07398438831
9002,2.40599418854
9017,2.50027339424
9045,2.38813687337
9052,2.49381687308
9065,2.28694385481
9067,2.05161591893
9089,2.12537187261
9093,2.57286912484
9108,2.59682254419
9129,2.1443653692
9137,2.73117583145
9143,2.57239985595
9147,2.54879855797
9193,2.53127753063
9246,2.56655723843
9252,2.29559193011
9256,2.56335818993
9258,2.56335818993
9269,2.3150112107
9272,2.22316733317
9291,2.58807134293
9306,2.60080856
9314,2.56061222029
9317,2.3579129009
9318,2.43166136886
9332,2.33914501287
9335,2.6533514888
9363,2.69629014674
9403,2.52497512806
9416,2.43039945342
9424,2.46840532823
9432,2.70581848126
9475,2.73530232662
9506,2.58249082971
9517,2.59737091905
9537,2.32601207568
9551,2.22364674796
9563,2.37852657959
9575,2.68521829991
9673,2.15008356801
9679,2.33869498607
9694,2.65930107471
9712,2.3098967446
9734,2.47235651514
9761,2.45427228737
9829,2.65835119723
9845,2.53455043225
9847,2.43546760139
9864,2.49728260675
9872,2.67024629811
9903,2.6320934659
9906,2.36960265465
9914,2.26906359788
9922,2.26461702639
9940,2.48316650847
9970,2.53434707197
9971,2.54444202325
9972,2.07613346761
9984,2.43939045281
9987,2.58125908081
10012,2.54613137542
10015,2.30239424209
10021,2.42857706363
10059,2.73165901611
10063,2.23546898281
10096,2.31331743148
10098,2.48422264974
10101,2.49526580935
10103,2.4753003517
10160,2.62778426289
10168,2.52372041695
10170,2.53110840782
10173,2.61117932957
10175,2.53914601228
10202,2.51879802017
10212,2.50249614875
10215,2.12052980137
10220,2.75429240736
10235,2.0452773667
10271,2.5009528196
10284,2.21439944415
10286,2.36502837701
10299,2.47719768104
10305,2.58749110656
10311,2.74309233551
10337,2.52011570717
10353,2.44404994764
10371,2.48996908
10440,2.63905622158
10446,2.35863694359
10447,2.28433086364
10455,2.54744604075
10462,2.43348437004
10479,2.49282453456
10498,2.15981623075
10513,2.14218433328
10554,2.4562277464
10574,2.1594275995
10576,2.40463042286
10578,2.57848565335
10579,2.32227336329
10598,2.54182271374
10600,2.52802359262
10657,2.74639920426
10671,2.18760012624
10698,2.604195666
10703,2.28993902863
10728,2.56065590868
10736,2.23690485687
10738,2.57151716508
10823,2.16481168501
10833,2.63794357135
10854,2.48209591423
10858,2.48209591423
10872,2.07473407026
10883,2.0111744099
10893,2.14141582641
10905,2.0168435423
10909,2.0111744099
10913,2.14141582641
10954,2.04427189581
10955,2.14141582641
10966,2.68593451333
10968,2.13682362033
10985,2.15714342373
10999,2.33692594257
11017,2.08362353217
11081,2.69935262918
11108,2.07473407026
11109,2.28764961811
11122,2.04427189581
11126,2.63727994125
11144,2.34880371074
11219,2.39065890022
11220,2.74415468042
11247,2.55806990796
11262,2.28380908941
11282,2.22935610852
