id,product_description_tfidf
3,0.0
9,0.0720706434067
16,0.0933784944242
17,0.180498323534
20,0.172405712872
21,0.172405712872
27,0.164988202545
35,0.718459060795
37,0.0476537242761
38,0.316224448531
48,0.393328562068
51,0.221923995711
65,1.16157090551
69,0.0599156672461
81,0.0
85,0.0819899122928
88,0.252634178425
90,0.150199194472
92,0.150199194472
101,0.120681490322
105,0.7366151046
113,0.197039984352
114,0.168081263312
117,0.21747353256
120,0.456123913267
123,0.448834219614
125,0.448834219614
127,0.274219202063
136,0.0
138,0.343852414643
143,0.0872996766566
147,0.198925659391
149,0.260205980924
150,0.0
162,0.217691142202
165,0.661722846408
166,0.151521154123
172,0.210490076699
177,0.439629383165
178,0.109088336771
181,0.0
182,0.112176699231
186,0.210490076699
191,0.297081291291
193,0.322666775931
195,0.0
201,0.45898758946
202,1.01393368709
205,0.307566030293
210,0.289737146785
214,0.240915290549
223,0.312010290758
227,0.312010290758
233,0.452699419506
241,0.19305844505
245,0.23669539894
255,0.346204164076
257,0.0
259,0.51141790075
261,0.256019052716
266,0.51141790075
270,0.431533125735
276,0.350188642434
284,0.456192832123
290,0.194544721704
293,0.0843734568326
294,0.393875329474
305,0.0
314,0.311875940252
318,0.381875015013
319,0.760977662489
327,0.191587605713
331,0.191587605713
334,0.160114655987
335,0.160114655987
340,0.0
346,0.527132628985
347,0.0423632260328
350,0.485836253967
351,0.0
354,0.207791874664
355,0.14233574728
359,0.269872357227
361,0.446958444357
363,0.553951620077
373,0.1470883688
374,0.332856184303
375,0.1470883688
385,0.0
397,0.0
400,0.0673781227897
401,0.604128266678
402,0.802073733971
403,0.293806807481
407,0.469243165198
408,0.469243165198
411,0.0758646491883
413,0.469243165198
418,0.61107435209
421,0.877448490767
422,0.622893188281
440,0.841947540834
444,0.535057692697
445,0.535057692697
446,0.751834048946
447,0.933032319647
452,0.905474896268
455,0.682055794419
459,0.618528438986
468,0.457906628903
469,0.528362887466
470,0.502593014239
473,0.251796572579
475,0.377358805307
476,0.443194132188
478,0.419707001842
479,0.250416205033
480,0.564482401002
481,0.564482401002
485,0.0
497,0.552313923447
500,0.506684179125
511,0.0618794488606
516,0.336646165503
533,0.202846375428
542,0.0
544,0.190427843833
551,0.568129458517
562,0.568129458517
568,0.24195591518
571,0.24195591518
572,0.364375681187
573,0.0
576,0.524391958469
581,0.23119304819
582,0.484805724541
583,0.357435300193
584,0.357435300193
585,0.437882181334
591,0.0269102803403
593,0.540722870859
595,0.0889100702317
600,0.224855087011
605,0.32536215545
606,0.185512290856
611,0.0483043099952
619,0.427127282865
635,0.536026450744
636,0.338504612602
637,0.0
643,0.535708863683
644,0.237206697602
653,0.0
659,0.0
660,0.0
661,0.0705938558573
663,0.317697809742
668,0.179549748188
669,0.186321115241
670,0.230134817247
671,0.230134817247
674,0.974510346506
677,0.264360118291
679,0.480735986203
680,0.549049268321
682,0.180307343502
687,0.429517269858
688,0.369621756909
690,0.51807298801
691,0.478264788786
696,0.175543698006
713,0.316106136581
715,0.262111890868
718,0.236870001133
722,0.150671658949
726,0.528660351304
731,0.238464860716
737,0.0
739,0.386656961398
742,0.464103108681
745,0.634855961383
748,0.416718799111
749,0.178452357933
751,0.663224652681
756,0.117805899401
758,0.287955152569
759,0.0
760,0.0944841902737
763,1.13183403879
764,0.0
765,0.509178068048
771,0.0713137983642
773,0.0
778,0.348228208967
790,0.079668376244
800,0.297214908616
801,0.201040494775
811,0.194568177698
812,0.0
817,0.0
818,0.148207947536
819,0.148207947536
824,0.416001986177
828,0.233890796203
831,0.270259620058
832,0.190646707048
837,0.252161079122
843,0.611946114321
844,0.313746270794
852,0.129086019753
857,0.377409329209
867,0.0
868,0.209550377498
869,0.100688780114
872,0.100688780114
876,0.114434443449
878,0.209550377498
881,0.419130052717
882,0.209550377498
885,0.209550377498
886,0.214907081088
893,0.582558188577
895,0.0877742724905
898,0.343506826613
899,0.82570697388
902,0.359113531889
909,0.331156909484
910,0.522936901956
912,0.0
918,0.122306053189
922,0.181333684777
923,0.294602476329
928,0.0
929,0.134588289174
940,0.637730372223
944,0.0
962,0.111692880568
963,0.0
969,0.190785581478
974,0.0
978,0.293532524299
984,0.269521069612
991,0.586683580475
1000,0.383237350817
1001,0.0
1004,0.511619623798
1007,0.415899472787
1019,0.116920292094
1026,0.116920292094
1028,0.0
1031,0.354693434681
1038,1.0379342794
1040,0.0
1053,0.889084381867
1056,0.0
1060,0.662339768333
1062,0.712028645926
1065,0.327288408715
1068,0.327288408715
1073,0.177477983395
1074,0.177828531023
1076,0.165950091652
1080,0.0
1081,0.180905129006
1083,0.268257925983
1086,0.341019317058
1090,0.30998930451
1095,0.0
1097,0.149695962558
1101,0.0
1103,0.209242761142
1104,0.0
1107,0.283839298611
1116,0.387524979847
1128,0.18955201013
1129,0.18955201013
1134,0.602081777605
1135,0.360408859851
1138,0.201211734652
1142,0.201211734652
1145,0.424665945281
1151,0.671206596922
1155,0.122572330204
1164,0.227304392232
1168,0.532516964245
1171,0.401930647301
1172,0.080624209155
1176,0.401930647301
1177,0.130586316943
1180,0.0
1192,0.431426889561
1195,0.226732020393
1196,0.389318674131
1206,0.446452956707
1208,0.220968779685
1212,0.122569423163
1215,0.0
1216,0.108326275661
1218,0.278832705404
1220,0.0
1224,0.310743946775
1228,0.444297681133
1230,0.444297681133
1231,0.444297681133
1238,0.528543250553
1243,1.4549797462
1252,0.106615106066
1266,0.0
1267,0.0
1273,0.143486361261
1275,0.261324647834
1276,0.414598336541
1279,0.329032239262
1289,0.799966748753
1291,0.169005098106
1296,0.247306112302
1302,0.53575456302
1303,0.421046277199
1316,0.0941068744661
1317,0.301729689978
1320,0.571929751722
1323,0.0
1326,0.636570325859
1335,0.640755795118
1338,0.524176876976
1340,0.483112060084
1344,0.140510932062
1347,0.0662906021125
1349,0.13971347408
1355,0.0550798378653
1356,0.440653107266
1357,0.0
1359,0.496806317363
1364,0.858225898487
1366,0.431553265191
1377,0.0
1387,0.0
1388,0.173451017309
1394,0.0
1397,0.200228780019
1401,0.258685751302
1403,0.391405732819
1405,0.52328288224
1408,0.0
1414,0.264199010878
1419,0.755419910864
1422,0.295016842064
1427,0.598904228629
1431,0.0974806840537
1433,0.150485007676
1434,0.150485007676
1436,0.383208041278
1439,0.0
1443,0.785288792193
1449,0.357765518509
1453,0.248106332849
1454,0.248106332849
1458,0.238086191282
1468,0.242949541898
1471,0.466796387952
1473,0.0
1479,0.0472136993399
1483,0.254934658912
1487,0.604590877406
1491,0.352725206641
1496,0.302148358252
1497,0.377366097095
1501,0.254934658912
1504,0.0
1506,0.349635975456
1509,0.0
1512,0.450835810912
1528,0.433726286175
1538,0.18210363905
1542,0.331570278531
1546,0.43529105715
1548,0.289356657271
1554,0.0
1560,0.224212962087
1561,0.464081321849
1562,0.239868359762
1568,0.443413694291
1569,1.11190186814
1571,0.224212962087
1572,0.537227859242
1576,0.522880009348
1577,0.678526823432
1578,0.605019684727
1587,0.640640471541
1588,0.441495479578
1593,0.582695405822
1595,0.521088243872
1610,0.380107717815
1612,0.275397652183
1616,0.0
1622,0.286797037954
1624,0.485235040251
1633,0.0709664158842
1637,0.619619103108
1643,0.376483068592
1647,0.28138843893
1648,0.28138843893
1653,0.0
1654,0.0
1655,0.509915165582
1656,0.214695367328
1657,0.215104881399
1661,0.495125396539
1664,0.386936317218
1667,0.3434179155
1669,0.645266309951
1670,0.525390949729
1671,0.471487564641
1672,0.471487564641
1675,0.471487564641
1681,0.0
1691,0.266126705681
1692,0.512470326167
1696,0.0
1702,0.11881582621
1703,0.11881582621
1704,0.125335694465
1705,0.125335694465
1715,0.125335694465
1722,0.408742006957
1724,0.565647721557
1731,0.0
1738,0.136191112165
1740,0.0894197640462
1741,0.0
1746,0.313662730959
1749,0.114546089307
1765,0.583345530266
1771,0.161473437899
1774,0.352918205437
1777,0.124551189021
1779,0.277411657115
1780,0.725902334175
1782,0.34086198658
1784,0.199318747602
1785,0.389099642516
1786,0.169109440441
1790,0.509494518119
1797,1.11176343185
1804,0.104104873969
1805,0.230213763843
1811,0.440740273883
1815,0.312676098364
1816,0.386890400796
1818,0.258826225277
1821,0.131074155286
1824,0.5063890663
1829,0.141434014919
1830,0.0942318909444
1835,0.0
1844,0.755184357635
1845,0.0
1846,0.755184357635
1847,0.0836960918046
1848,0.112089771494
1851,0.0748852964729
1853,0.783873876535
1858,0.386479802211
1861,0.465939168623
1862,0.286095064215
1867,0.297499921115
1868,0.476296125104
1870,0.476296125104
1872,0.0
1883,0.0699092373637
1894,0.2378785132
1896,0.315459476214
1899,0.170182484742
1907,0.488680359401
1915,0.674095547552
1918,0.0891266906475
1921,0.510722181846
1923,0.20928049861
1924,0.0683006755676
1927,0.301441683235
1931,0.510722181846
1933,0.343582594709
1939,0.0
1941,0.0
1943,0.131812526768
1956,0.0863519913599
1959,0.236334104318
1964,0.215670396893
1966,0.0
1970,0.0369431658814
1977,0.39536319462
1982,0.475893517406
1983,0.699651294519
1987,0.290045178115
1994,0.309923896907
2000,0.348942796388
2001,0.348942796388
2002,0.348942796388
2003,0.192527189134
2006,0.410711673096
2008,0.192527189134
2011,0.276945516781
2019,0.0
2021,0.0
2022,0.836570921296
2023,0.40942309877
2025,0.107158032202
2037,0.437761958023
2042,0.0
2050,0.259232634581
2052,0.0
2060,0.0
2062,0.0
2064,0.0
2065,0.0
2066,0.0
2070,0.176149746512
2074,0.0
2081,0.436104162122
2082,0.36254455249
2083,0.677565322222
2085,0.696166278509
2086,0.696166278509
2088,0.172314539976
2089,0.0
2095,0.0
2097,0.608024790423
2103,0.0
2106,0.0
2107,1.03147544241
2109,0.467619896571
2113,0.316916872698
2115,0.435512252851
2117,0.317156092955
2118,0.52777232368
2126,0.25319040605
2130,0.0761705176553
2133,0.19282997781
2136,0.339894183448
2137,0.0
2139,0.506114804952
